Item,Mean,Var,Mixed_Means,Mixed_Stds,Raw_Distrib,Discrete_Distrib,Sentence
105245:83,3.2,4.36,[1.38839827 4.82935529],[0.35618716903448133  1.10603649073881],[6  2  5  4  1  2  1  3  1  7],[0.3 0.2 0.1 0.1 0.1 0.1 0.1],"but, the other thing that i thought of  on this is, i wonder if there isn't enough money, uh, in our economy or in our system."
32096:57,2.0,2.6666666666666665,[1.14285714 5.        ],[0.24743684001360497  0.0007071067811865475],[2  1  1  1  5  1  1  5  1],[0.66666667 0.11111111 0.         0.         0.22222222 0. 0.        ],"i guess they, they say you can plant them in the spring or the fall, all."
116314:89,2.3,3.6099999999999994,[1.375 6.   ],[0.34232732873669314  0.0007071067811865475],[2  6  1  1  2  1  2  1  6  1],[0.5 0.3 0.  0.  0.  0.2 0. ],"i don't think the, you know, i don't think money is going  to take the place of intelligence or, uh, problem solving skills."
57886:97,2.5555555555555554,3.5802469135802477,[3.79956681 1.        ],[1.216707810542323  0.0007071067811865475],[4  2  1  1  3  1  7  1  3],[0.44444444 0.11111111 0.22222222 0.11111111 0.         0. 0.11111111],"i-, it frustrates him because of the support that they have  and the support that the vietnam vets did not have , from the people or the administration, either one."
176223:59,2.6153846153846154,3.4674556213017755,[1.90915242 6.50004104],[0.636458207021671  0.3535540967735731],[2  1  3  6  1  3  1  1  3  3  2  1  7],[0.38461538 0.15384615 0.30769231 0.         0.         0.07692308 0.07692308],"the, uh, the first, uh, ten years, see first ten or twelve years, i stayed home."
31223:100,2.4,2.8399999999999994,[1.88888889 7.        ],[0.5211577863490393  0.0007071067811865475],[7  2  2  3  1  1  3  2  2  1],[0.3 0.4 0.2 0.  0.  0.  0.1],"in fact, i think that's, that's one of the big problems today is the, the way the kids behave or act  and, and the way they are sometimes disinterested in what 's going on in the class and disruptive ."
36021:57,3.2,4.160000000000001,[6.00586706 2.01114166],[0.5798234460073273  0.6665412464872705],[7  5  3  3  2  3  1  6  1  1],[0.3 0.1 0.3 0.  0.1 0.1 0.1],"and, and there's probably, there's easily probably six or seven times that amount being spent on the bureaucracy."
172822:16,4.2,5.96,[7.        2.3333339],[0.0007071067811865475  0.7817370834383567],[3  7  4  7  1  7  3  7  1  2],[0.2 0.1 0.2 0.1 0.  0.  0.4],"at thirty-three hundred dollars or thirty-five hundred dollars i'm paying  in taxes, why i, i could go down to bulverde and probably rent a, rent a house for that, right."
69146:19,2.888888888888889,3.8765432098765427,[1.19993283 4.99968492],[0.28280796815438053  0.5004467409984317],[1  5  2  1  5  1  1  4  6],[0.44444444 0.11111111 0.         0.11111111 0.22222222 0.11111111 0.        ],"we've been two or three times and probably go back again this winter."
110391:68,2.0,0.5454545454545454,[1.62505038 3.        ],[0.34237163848089985  0.0007071067811865475],[1  3  3  1  2  2  3  2  2  2  1],[0.27272727 0.45454545 0.27272727 0.         0.         0. 0.        ],"well, and i think a lot of companies are realizing this and offering more opportunities as far as like job sharing or, you know, even having a day care on site and that kind of stuff,"
56144:47,4.7,6.209999999999999,[1.         6.28571429],[0.0007071067811865475  0.49487216448662924],[7  1  1  6  6  7  6  7  5  1],[0.3 0.  0.  0.  0.1 0.3 0.3],"just about anybody you could name , whether i voted for them or not, uh, makes, um, uh, decisions that i just can't go along with ."
30887:42,2.3636363636363638,4.231404958677687,[6.5        1.44444445],[0.3535540980892445  0.4843226225741227],[1  1  1  7  1  3  6  1  1  2  2],[0.54545455 0.18181818 0.09090909 0.         0.         0.09090909 0.09090909],"you know they're usually not, not that great or didn't do that great anyway."
137750:18,3.727272727272727,7.289256198347107,[6.59999984 1.33333331],[0.5656861873840094  0.3333340784290629],[5  1  7  1  7  2  7  1  2  1  7],[0.36363636 0.18181818 0.         0.         0.09090909 0. 0.36363636],"there is only about five or six options."
113966:144,3.1818181818181817,4.5123966942148765,[5.68956542 1.7088198 ],[0.8234678409155199  0.5013239072497787],[4  3  1  1  6  2  2  1  6  2  7],[0.27272727 0.27272727 0.09090909 0.09090909 0.         0.18181818 0.09090909],"and finally our governor at the time which who  is not in office now came in and said, okay, where we draw the line  is no sex offenders will be let  loose. under early bail, you know or early, uh get out."
47341:85,3.4,4.64,[2.14719763 6.33410139],[0.8002547073115621  0.33355400227307097],[6  4  2  3  6  3  7  1  1  1],[0.3 0.1 0.2 0.1 0.  0.2 0.1],"but i don't think i ever see it except when i go  get out of the city and go  camping in the desert or in, in the mountains ."
123672:38,3.4,4.04,[5.56662562 2.17422452],[0.8537709163033881  0.8193105252916377],[6  3  1  7  5  3  3  4  1  1],[0.3 0.  0.3 0.1 0.1 0.1 0.1],"somebody said, you know, you're either a stranger or a fool  to try  to predict texas weather,"
126265:70,3.888888888888889,6.987654320987654,[6.2 1. ],[0.5291507346688454  0.0007071067811865475],[1  6  1  7  6  7  1  5  1],[0.44444444 0.         0.         0.         0.11111111 0.22222222 0.22222222],"well, it, it, it usually takes me about probably two, two or three  to get it there"
167649:52,4.111111111111111,6.987654320987654,[1.24999985 6.39999928],[0.3061869716864219  0.5656872222241185],[1  6  1  7  7  7  5  2  1],[0.33333333 0.11111111 0.         0.         0.11111111 0.11111111 0.33333333],"recently graduated from high school. meaning like, uh, you know, three or four years ago."
139418:63,3.090909090909091,6.082644628099175,[1.625 7.   ],[0.49212600012598623  0.0007071067811865475],[3  1  7  2  7  1  1  1  7  2  2],[0.36363636 0.27272727 0.09090909 0.         0.         0. 0.27272727],"i'm in favor of very little clean up, um, very little planning because we've got three or four couples that we get together with   to play games,"
27952:63,2.8,3.3600000000000003,[1.33333333 5.        ],[0.3333340833324911  0.0007071067811865475],[1  2  1  5  2  1  1  5  5  5],[0.4 0.2 0.  0.  0.4 0.  0. ],"if you were educated you got, you know, you might teach for a year or two before you got married ."
70937:67,2.3,3.81,[1.375 6.   ],[0.49212600012991103  0.0007071067811865475],[6  1  1  2  1  1  1  1  6  3],[0.6 0.1 0.1 0.  0.  0.2 0. ],"so, i don't know if we, we did a good thing to buy a house or not."
166786:69,3.4,1.2399999999999998,[3.86629147 1.50650307],[0.43432894039937225  0.3708349357145161],[5  3  1  4  4  2  4  4  3  4],[0.1 0.1 0.2 0.5 0.1 0.  0. ],"because i think what they often get used  as  is, uh, almost like a very high level or long-term care for, uh, similar to a hospital."
23488:144,2.2222222222222223,2.3950617283950617,[3.42364649 1.25896242],[1.1269071032319362  0.31131404341534347],[2  3  6  3  1  1  1  2  1],[0.44444444 0.22222222 0.22222222 0.         0.         0.11111111 0.        ],"you know, kind of mumblex off what we've been talking about  here, uh, i believe that our, we've become almost a litigious society where we, everyone is very quick  to sue or to threaten  to sue and that kind of stuff ,"
41402:51,4.2,3.3600000000000003,[5.59800983 2.46196368],[0.6616666116657427  0.7064324793434117],[4  3  1  6  6  5  3  7  5  2],[0.1 0.1 0.2 0.1 0.2 0.2 0.1],"and then, when they, when they talked to us  or when they sent us the letter , it, uh, you know, to get the information and all, it asked, you know, will you be willing  to bring"
171908:16,2.6666666666666665,4.888888888888889,[5.66505142 1.16648415],[0.6687404285927  0.2634085964501502],[2  5  1  1  5  1  1  1  7],[0.55555556 0.11111111 0.         0.         0.22222222 0. 0.11111111],"there's about six or eight guys that  we use  to go out for these games."
170249:63,2.4444444444444446,2.2469135802469133,[3.92365039 1.17422698],[0.5607918343061725  0.2682342139857524],[1  1  4  2  1  1  4  3  5],[0.44444444 0.11111111 0.11111111 0.22222222 0.11111111 0. 0.        ],"you know. because it 's not a person's fault that, you know, people not buying or businesses are, are not on the up and up all the time, you know."
41798:95,4.3,5.8100000000000005,[6.60001266 2.00008497],[0.34640905602589706  0.6325836916910793],[2  3  3  1  6  7  7  7  6  1],[0.2 0.1 0.2 0.  0.  0.2 0.3],"and, uh, and i find even, even at home here now, i, i will wear blue jeans or i'll wear shorts and what have you , uh, and be very comfortable"
766:47,4.7272727272727275,6.016528925619835,[6.12499996 1.        ],[0.7447738490819434  0.0007071067811865475],[7  4  1  7  1  6  5  1  7  6  7],[0.27272727 0.         0.         0.09090909 0.09090909 0.18181818 0.36363636],"and whether it, whether it won all kinds of awards or whether it just was okay at the box office, i think he would have been happy."
362:41,2.7777777777777777,4.617283950617284,[1.33325302 5.66576964],[0.3333139998406816  0.6678215401153491],[1  2  1  1  5  2  7  1  5],[0.44444444 0.22222222 0.         0.         0.22222222 0. 0.11111111],"that's just a matter of defining priorities, i guess or some priorities anyway."
72300:44,3.4,6.44,[1.         5.79999914],[0.0007071067811865475  0.8246226093174223],[6  1  1  4  1  1  7  5  7  1],[0.5 0.  0.  0.1 0.1 0.1 0.2],"and almost all the people that i clean for , believe it or not, are mothers that  don't work."
4682:83,1.5454545454545454,0.975206611570248,[1.         2.99987791],[0.0007071067811865475  0.5774388006550297],[3  1  1  4  1  1  1  1  1  1  2],[0.72727273 0.09090909 0.09090909 0.09090909 0.         0. 0.        ],"but, um, it's very frustrating. and, even, even with health food stores and stores where you can buy natural products or, uh, organic, you know, materials, and foods and things ."
100890:40,2.4545454545454546,2.2479338842975207,[1.15615873 3.97046616],[0.25669090965225083  0.47558733583045604],[4  1  5  4  2  1  1  1  1  4  3],[0.45454545 0.09090909 0.09090909 0.27272727 0.09090909 0. 0.        ],"and it, it seems in the last decade or two, um, that's true,"
21110:62,1.8,2.3600000000000003,[3.66620815 1.        ],[1.2020015923451965  0.0007071067811865475],[2  1  6  1  1  1  3  1  1  1],[0.7 0.1 0.1 0.  0.  0.1 0. ],"and as the world turns. i think as the world turns may, still on or not."
31200:26,3.909090909090909,5.355371900826446,[2.28856934 6.7509865 ],[0.7318005928759438  0.3057832483017226],[1  1  6  3  7  4  2  7  7  3  2],[0.18181818 0.18181818 0.18181818 0.09090909 0.         0.09090909 0.27272727],"it  was told  to me or suggested  to me, uh, that to work as a teacher in the public school systems in the state of texas, and i think it's similar in, in many other states, if you have a degree in a technical field you do not need a teaching certificate because there is such a shortage of, uh, people  to teach math and sciences."
34018:36,4.2,4.36,[2.50985    5.92805011],[0.95737647178263  0.7199667129926447],[3  6  1  7  1  5  5  4  3  7],[0.2 0.  0.2 0.1 0.2 0.1 0.2],"uh, my gun hasn't been shot  in a year or two."
117429:39,3.6,5.04,[2.29542185 6.6704625 ],[0.8306441039138431  0.3323738589508229],[2  2  2  1  4  7  7  1  4  6],[0.2 0.3 0.  0.2 0.  0.1 0.2],"so you're all back to the safety catches and the whole nine yards or either watching them every minute."
73659:91,2.888888888888889,2.765432098765432,[1.81569292 4.91240499],[0.48570407508795904  0.6417985005217909],[2  4  2  2  3  1  1  5  6],[0.22222222 0.33333333 0.11111111 0.11111111 0.11111111 0.11111111 0.        ],"is it, is it the one that  needs, needs more supervision that  has a bad influence on the older or more mature one."
123608:48,5.4,2.44,[1.         5.88888889],[0.0007071067811865475  0.4006174324221224],[5  6  6  6  6  7  1  5  6  6],[0.1 0.  0.  0.  0.2 0.6 0.1],"i think they are supposed  to put two in by either next year or the year after."
91263:36,2.4,1.44,[1.87405209 4.48289372],[0.425329796756721  0.3714707828167969],[2  4  2  2  1  2  2  3  1  5],[0.2 0.5 0.1 0.1 0.1 0.  0. ],"but i think you can get a good education at public or private."
108435:42,4.818181818181818,3.6033057851239674,[2.74216139 5.76093075],[1.116842675583594  0.7939804200409636],[4  7  5  5  1  5  4  6  7  7  2],[0.09090909 0.09090909 0.         0.18181818 0.27272727 0.09090909 0.27272727],"we all kind of have our own little dress code of just either tennis shoes or little loafers and, and, uh, tights, and things that  feel comfortable to us around our kids."
20453:61,3.0,2.0,[4.07047817 1.81529987],[0.783549175912682  0.3023062096202978],[2  6  1  2  4  2  2  3  4  4],[0.1 0.4 0.1 0.3 0.  0.1 0. ],"and it will, if have you a thirty year note, it will take like seven or plus years off of your note."
107973:25,2.9,5.6899999999999995,[1.42684659 6.32471541],[0.5140698681427245  0.6765048947206973],[7  2  1  1  7  1  5  1  3  1],[0.5 0.1 0.1 0.  0.1 0.  0.2],"but it's only for like two or three hours at a time."
104317:89,2.2,4.76,[6.5   1.125],[0.3535540976993477  0.23385465571589548],[6  1  1  2  1  1  7  1  1  1],[0.7 0.1 0.  0.  0.  0.1 0.1],"and, uh, it kind of makes me listen a little closer to, to the piano when i hear it at other places , or when i, you know, see some, see and hear someone playing ."
5704:6,3.727272727272727,4.561983471074381,[2.6936606  6.69806287],[0.9840937751841418  0.32463248321058885],[1  4  3  1  4  1  4  3  7  6  7],[0.27272727 0.         0.18181818 0.27272727 0.         0.09090909 0.18181818],"whether or not they get it is hard to say."
59616:52,2.7,3.21,[2.2222228 7.       ],[0.801234746500772  0.0007071067811865475],[2  7  2  1  1  2  3  4  1  4],[0.3 0.3 0.1 0.2 0.  0.  0.1],"and it  doesn't matter what restrictions you put  on that type of weapon or a class three firearm."
48254:34,3.3333333333333335,6.222222222222222,[5.99917861 1.19986988],[0.7081976841063988  0.2827745663439145],[1  2  5  7  5  1  1  1  7],[0.44444444 0.11111111 0.         0.         0.22222222 0. 0.22222222],"the, the crime is not any better or any worse,"
98980:76,4.4,6.039999999999999,[2.00000001 6.8       ],[0.44721417131746666  0.28284359553935867],[2  2  7  1  3  7  6  7  7  2],[0.1 0.3 0.1 0.  0.  0.1 0.4],"and so how do you relate as to whether this particular armed robbery was a, you know, worth five years or twenty-five ."
67555:107,2.4,0.6400000000000001,[1.84554526 3.22731963],[0.27902467587666946  0.33125421246552983],[2  3  2  4  2  1  2  3  3  2],[0.1 0.5 0.3 0.1 0.  0.  0. ],"have you ever had a, uh, it's kind of slightly off the subject, but you ever had a, uh, a blood workup done  recently or since you've been biking, to see if it,"
58159:41,4.111111111111111,6.098765432098765,[6.1998162 1.4999731],[0.6930846527629522  0.3535540975099176],[5  7  7  7  2  5  1  1  2],[0.22222222 0.22222222 0.         0.         0.22222222 0. 0.33333333],"because, you know until the la-, past four or five years, nobody ever really worried about that, for them."
6480:57,3.6,3.84,[5.39463423 1.7997488 ],[0.7269326987516807  0.28297859118193047],[7  4  2  6  5  2  5  2  2  1],[0.1 0.4 0.  0.1 0.2 0.1 0.1],"but it should be a standard and, and not left  up to either the whim or the current overhead rate t-, uh, that 's running in each department."
39729:68,3.2,5.36,[4.66637287 1.        ],[1.3334820617037488  0.0007071067811865475],[4  3  5  1  1  2  7  7  1  1],[0.4 0.1 0.1 0.1 0.1 0.  0.2],"but usually if i'm, if i'm, if i take a day off or on the weekend especially, i try  to cook, real, real food."
92169:77,2.1,1.49,[3.19996093 1.        ],[0.5291866458260144  0.0007071067811865475],[1  1  3  1  4  4  2  1  3  1],[0.5 0.1 0.2 0.2 0.  0.  0. ],"and, and, uh, it was an enormous task to bring all of those people together with just one or two people helping ."
163278:40,2.4545454545454546,3.7024793388429753,[1.         4.19972912],[0.0007071067811865475  1.1315147000946],[1  6  1  1  3  4  2  1  6  1  1],[0.54545455 0.09090909 0.09090909 0.09090909 0.         0.18181818 0.        ],"oh, i think, i think two or three minutes is fine."
160003:12,3.3076923076923075,5.7514792899408285,[5.61670847 1.27856006],[1.0126051579837025  0.3169901302005905],[2  7  4  7  1  2  1  5  1  4  1  1  7],[0.38461538 0.15384615 0.         0.15384615 0.07692308 0. 0.23076923],"it's whether or not you're a resident for that jurisdiction,"
67423:47,4.333333333333333,6.0,[6.40015322 1.75124903],[0.5659521031349919  0.58806878321263],[7  7  6  2  1  1  7  5  3],[0.22222222 0.11111111 0.11111111 0.         0.11111111 0.11111111 0.33333333],"so i began a program couple, i don't know probably three or four weeks ago."
85435:43,3.7,4.8100000000000005,[6.67324345 2.44495364],[0.33165392001392185  0.848766078179568],[4  2  4  6  1  1  7  3  7  2],[0.2 0.2 0.1 0.2 0.  0.1 0.2],"so we really don't know whether there's enough fossil fuel left or there isn't,"
98372:16,4.111111111111111,5.65432098765432,[5.6666661 1.       ],[0.7817370834383569  0.0007071067811865475],[7  6  1  5  4  5  1  1  7],[0.33333333 0.         0.         0.11111111 0.22222222 0.11111111 0.22222222],"we will rent two or three movies on thursday"
176099:48,2.3,3.8099999999999996,[1.         4.24965257],[0.0007071067811865475  1.2625944089980485],[7  1  1  4  4  2  1  1  1  1],[0.6 0.1 0.  0.2 0.  0.  0.1],"we never really, you know, have  to program money for that or make choices, you know."
165157:25,3.2,3.3600000000000003,[4.14269942 1.        ],[0.958420363991696  0.0007071067811865475],[4  6  3  4  1  1  2  1  4  6],[0.3 0.1 0.1 0.3 0.  0.2 0. ],"they issued a recall because of improper shielding or possibly other problems with floppy drive."
170320:16,4.636363636363637,6.049586776859504,[1.5       6.4285714],[0.35355409797603754  0.5150792883449118],[6  5  7  2  1  1  2  7  7  6  7],[0.18181818 0.18181818 0.         0.         0.09090909 0.18181818 0.36363636],"they're in college or just out of college."
50711:45,4.0,6.2,[6.7585601 2.1989681],[0.30261170636111134  0.9788677380381222],[7  1  1  7  6  4  1  7  4  2],[0.3 0.1 0.  0.2 0.  0.1 0.3],"the, the difficulty would be in whether it's voluntary or involuntary."
127119:72,2.727272727272727,2.925619834710744,[1.30933644 4.27721193],[0.32888802826269414  0.8022161984657316],[5  4  1  6  2  4  1  1  2  3  1],[0.36363636 0.18181818 0.09090909 0.18181818 0.09090909 0.09090909 0.        ],"it, it seems like t i is pretty cut and dried with two, like, two or three levels."
27966:70,2.7,3.21,[2.2222228 7.       ],[0.801234746500772  0.0007071067811865475],[3  1  7  1  2  1  4  4  2  2],[0.3 0.3 0.1 0.2 0.  0.  0.1],"there was not, there's not supposed  to be any reason to use this education or this brain that you might have  for anything other than your house and your children and how clean can the bathroom floors be  on any given day ."
171916:24,2.875,4.859375,[6.50000004 1.66666678],[0.35355409793846027  0.5270469697911064],[2  6  1  1  3  2  7  1],[0.375 0.25  0.125 0.    0.    0.125 0.125],"you go, you know three or four hours before the game."
110659:25,1.1111111111111112,0.09876543209876544,[1. 2.],[0.0007071067811865475  0.0007071067811865475],[1  1  1  2  1  1  1  1  1],[0.88888889 0.11111111 0.         0.         0.         0. 0.        ],"well, i don't believe in drugs or alcohol,"
122805:19,2.7777777777777777,5.283950617283951,[1.57142857 7.        ],[0.34992782054566157  0.0007071067811865475],[2  1  7  7  2  1  1  2  2],[0.33333333 0.44444444 0.         0.         0.         0. 0.22222222],"but there is usually two or three days in the week that you can get out there and play ,"
130353:76,3.3,2.41,[3.87488198 1.        ],[0.8245178872574555  0.0007071067811865475],[4  5  4  3  4  6  3  1  2  1],[0.2 0.1 0.2 0.3 0.1 0.1 0. ],"i think it was outlawed  for a while, but, uh, by the supreme court, i mean, or, the interpretation of the constitution."
1214:60,2.6666666666666665,2.6666666666666665,[4.00005317 1.36123569],[0.9027710562038536  0.3441041514506246],[4  3  2  4  2  6  1  1  1],[0.33333333 0.22222222 0.11111111 0.22222222 0.         0.11111111 0.        ],"i put a stop to some of them as far as the door to door, either religious groups, or people peddling products."
43991:16,4.636363636363637,5.867768595041323,[6.42857143 1.5       ],[0.34992782054566157  0.35355409769934776],[6  2  6  1  7  6  2  7  6  7  1],[0.18181818 0.18181818 0.         0.         0.         0.36363636 0.27272727],"are you talking, outside or inside."
169332:97,3.5,4.25,[1.61206922 5.38793078],[0.5855417948108939  0.5855417948108949],[3  2  1  4  1  6  6  5  6  1],[0.3 0.1 0.1 0.1 0.1 0.3 0. ],"and the view that i would rather take  is that there's a different amount of information you need  when you're particularly interested in a topic or, uh, particularly interested in  buying something as a, you know as a hobbyist  versus when you want  to go out and buy a blender because you need  to mix things ."
139930:62,5.666666666666667,2.2222222222222228,[6.42857143 3.        ],[0.3499278205462889  0.0007071067811865475],[7  6  6  6  3  3  7  6  7],[0.         0.         0.22222222 0.         0.         0.44444444 0.33333333],"uh, well, um, first off we'd probably wind up with a, a cat or maybe a puppy."
145555:164,4.2,3.3599999999999994,[6.21801489 2.8327697 ],[0.6187406336846069  0.49460900866032737],[4  7  3  5  2  2  6  7  3  3],[0.  0.2 0.3 0.1 0.1 0.1 0.2],"if you've got a pretty good rating, uh, credit rating you can call your in-, you know, your, your card, wherever you got your card from  and tell them, hey, either drop my rates or drop my, you know, uh annual fees."
126099:53,4.8,2.96,[5.625 1.5  ],[0.34232732874151467  0.35355409786168573],[1  6  6  2  5  6  6  5  6  5],[0.1 0.1 0.  0.  0.3 0.5 0. ],"and if you try  to take anybody, you know, go to the show or go out for supper, and you go as a foursome,"
139777:33,2.9,4.29,[4.79998387 1.        ],[0.8246382562426121  0.0007071067811865475],[1  6  1  5  1  1  3  1  6  4],[0.5 0.  0.1 0.1 0.1 0.2 0. ],"that's pretty much the south end of the state, or the southern quarter of the state, anyway.."
145577:99,4.1,5.09,[6.20007228 2.00183753],[0.2828860475540188  0.776817562798532],[1  2  6  2  6  1  6  7  6  4],[0.2 0.2 0.  0.1 0.  0.4 0.1],"um, i might try that because i, i have one card that i've had  for about, uh, i don't know, nine or ten years."
89472:46,2.5,3.85,[1.62227417 5.96608798],[0.606322823145795  0.7395644047265633],[7  1  1  5  2  3  1  1  1  3],[0.5 0.1 0.2 0.  0.1 0.  0.1],"and then, oh, let's see, there's a couple or three that i would like  to go  see  before they go into videos."
105467:18,1.8,1.56,[2.99956917 1.        ],[0.8661810867930699  0.0007071067811865475],[1  1  5  2  1  1  1  3  1  2],[0.6 0.2 0.1 0.  0.1 0.  0. ],"and, uh, the storm or the wind was due to the front blowing"
47484:42,5.0,4.8,[2.51208249 6.66809924],[0.8026517170039886  0.33297489881654757],[1  4  2  7  6  3  6  7  7  7],[0.1 0.1 0.1 0.1 0.  0.2 0.4],"but i don't even know if they're still new york yankees, or mumblex new jersey."
14407:35,4.0,5.0,[6.50121275 2.33977562],[0.35357069167035204  0.7886580074853584],[2  6  7  1  6  4  7  3  1  3],[0.2 0.1 0.2 0.1 0.  0.2 0.2],"so you couldn't really tell if it was just him or the team."
55769:54,2.4,1.2399999999999998,[3.80607673 2.05219052],[0.9076214431400381  0.5143782201303664],[2  3  2  2  1  2  3  5  1  3],[0.2 0.4 0.3 0.  0.1 0.  0. ],"but usually, when i go into the hot tub  before i go  swimming, or when i come out , i'm totally relaxed when i go home ."
37711:31,3.5,6.416666666666667,[7.   1.75],[0.0007071067811865475  0.4677077078689214],[2  7  1  1  7  3  2  2  1  2  7  7],[0.25       0.33333333 0.08333333 0.         0.         0. 0.33333333],"when it  starts  costing you fifty or a hundred dollars to go to a game"
37770:39,2.9,3.69,[2.00000026 6.50000013],[0.500001008514036  0.3535540978860765],[2  7  2  1  6  2  3  1  2  3],[0.2 0.4 0.2 0.  0.  0.1 0.1],"but i wouldn't want  to go  teach high school or junior high,"
112221:46,3.875,4.109375,[1.99759243 5.74254382],[0.49977348863120463  0.594297216814865],[5  2  7  2  5  6  3  1],[0.125 0.25  0.125 0.    0.25  0.125 0.125],"do you go like home cooking, like black-eyed pea and that kind of thing or cafeteria."
49162:40,3.272727272727273,5.47107438016529,[2.00790967 6.6699173 ],[0.8743878223427967  0.33251359119794466],[2  1  7  6  4  1  1  4  7  1  2],[0.36363636 0.18181818 0.         0.18181818 0.         0.09090909 0.18181818],"they were expecting an influx of something on the order of fifty thousand people or more from the navy,"
77801:170,2.9,2.4899999999999998,[1.39999854 4.39998775],[0.3464134470174746  0.34643167854053636],[4  5  4  2  1  2  5  4  1  1],[0.3 0.2 0.  0.3 0.2 0.  0. ],"and you want  to be avail-, at least i've wanted  to be available, when they, for some reason, they had, they were bouncing something off of me . because it was something that  was bothering them or they were concerned about ,"
63657:95,3.1,5.089999999999999,[5.1999945 1.       ],[0.824627886181811  0.0007071067811865475],[4  5  1  7  1  4  6  1  1  1],[0.5 0.  0.  0.2 0.1 0.1 0.1],"i would have more problem more problem with the temperature, except that, you know,  working in engineering, we do everything in centigrade, or celsius."
99028:72,3.4545454545454546,5.884297520661158,[1.33332126 5.99991252],[0.3333310637895513  0.6325874605467582],[2  1  1  7  1  2  5  1  7  6  5],[0.36363636 0.18181818 0.         0.         0.18181818 0.09090909 0.18181818],"so we don't know what  is really going on, what  is, uh, really the range of sentences or awards that  are, uh, are actually, uh, in the end applied ."
4535:29,2.8181818181818183,3.9669421487603302,[4.1037832  1.25462658],[1.3054772792141116  0.30924102180838203],[1  4  3  7  3  2  2  1  6  1  1],[0.36363636 0.18181818 0.18181818 0.09090909 0.         0.09090909 0.09090909],"and more and more people start  believing them or wondering how to combine them with other things ,"
113429:79,4.1,7.089999999999999,[6.16666663 1.        ],[0.7546158240000694  0.0007071067811865475],[7  1  1  6  4  7  7  1  1  6],[0.4 0.  0.  0.1 0.  0.2 0.3],"in, in colorado when the broncos went to the superbowl three times in the last, i don't know, five or six years whatever it's been  . um, they have these songs on the radio."
19930:37,4.454545454545454,4.429752066115703,[2.00187997 5.813174  ],[0.5239687891827783  0.837040929998259],[6  4  2  3  2  7  7  5  1  5  7],[0.09090909 0.18181818 0.09090909 0.09090909 0.18181818 0.09090909 0.27272727],"i don't know if i'd call it science fiction or fantasy."
31292:58,1.8,0.5599999999999999,[1.         2.33328146],[0.0007071067811865475  0.33337946497637294],[1  2  2  2  3  1  1  3  2  1],[0.4 0.4 0.2 0.  0.  0.  0. ],"and i keep  thinking, you know, gifted is, is einstein or, you know, uh, musical prodigies."
57709:45,4.9,5.09,[6.28631653 1.67066779],[0.49467038469706526  0.6713187461361475],[5  7  7  3  6  1  6  6  1  7],[0.2 0.  0.1 0.  0.1 0.3 0.3],"the friend of ours over here, he's got, uh, sixty-five, or sixty-six mustang the six cylinder."
174845:49,4.5,3.25,[5.57142697 2.        ],[0.6388790487458679  0.0007071067811865475],[7  6  2  6  5  5  2  4  6  2],[0.  0.3 0.  0.1 0.2 0.3 0.1],"they test you, uh, before they, before you start or before you even interview."
48363:20,3.2,3.7600000000000007,[4.65329355 1.66495855],[1.1534784374473248  0.4083971072186228],[7  1  6  2  2  2  3  4  1  4],[0.2 0.3 0.1 0.2 0.  0.1 0.1],"you could see someone coming or dressed  inappropriately, you know,"
116923:70,2.4,2.8400000000000003,[1.6250141  5.49999785],[0.49215090831619884  0.35357348707439057],[1  5  3  2  1  2  6  1  2  1],[0.4 0.3 0.1 0.  0.1 0.1 0. ],"and, if you see a situation that  looks like it could be trouble, just get out of it or call for help, whichever."
26907:20,1.8888888888888888,2.0987654320987654,[1.14285531 4.49998125],[0.24743551417180673  0.3535859225808366],[1  4  1  1  1  5  2  1  1],[0.66666667 0.11111111 0.         0.11111111 0.11111111 0. 0.        ],"did you teach in all subjects or in all grade levels."
20498:36,4.6,4.640000000000001,[2.60607701 6.60102359],[0.7276579455452182  0.34626576906799866],[1  7  6  3  7  7  6  2  4  3],[0.1 0.1 0.2 0.1 0.  0.2 0.3],"that's what we're looking at , fifteen or maybe twenty."
68690:54,2.0,2.4,[1.55555556 6.        ],[0.5879451670933921  0.0007071067811865475],[1  1  6  1  1  3  2  1  3  1],[0.6 0.1 0.2 0.  0.  0.1 0. ],"mumblex, they don't want anyone with exper-, anyone with particular experience or knowledge of the legal system."
19604:48,4.0,3.7777777777777777,[1.99581185 5.59066001],[0.499325326407858  0.5753850567195419],[1  3  7  5  5  2  2  6  5],[0.11111111 0.22222222 0.11111111 0.         0.33333333 0.11111111 0.11111111],"i don't know if i would call it a collection of vietnam war stories or if i'd call it a collection of vietnam love stories."
10770:28,3.8,4.159999999999999,[4.99999659 1.        ],[0.7559334682824698  0.0007071067811865475],[6  1  6  5  1  5  3  6  1  4],[0.3 0.  0.1 0.1 0.2 0.3 0. ],"there was cartoon in cosmo about a year or two ago."
109014:41,2.4,2.4400000000000004,[4.66666825 1.42857445],[0.33333413246055155  0.3499332035922974],[2  5  2  4  1  1  2  5  1  1],[0.4 0.3 0.  0.1 0.2 0.  0. ],"i don't have  to run to the store to buy or look for something i haven't heard of ."
