Item,Mean,Var,Alpha,Beta,Params,Raw_Distrib,Discrete_Distrib,Sentence
148616:32,0.508888888888889,0.13623209876543207,1.4562234701030548,0.543865456319063,(1.4562234701030548  0.543865456319063),[0.84  0.11  0.02  0.68  0.87  0.32  0.0  0.83  0.91],[0.22222222 0.         0.11111111 0.         0.11111111 0.22222222 0.22222222],"uh, i haven't done any of the oil or watercolor."
121641:28,0.5311111111111111,0.13647654320987657,0.4484102755652293,0.3814933699576778,(0.4484102755652293  0.3814933699576778),[0.14  0.0  0.7  0.92  0.43  0.96  0.97  0.6  0.06],[0.22222222 0.         0.         0.11111111 0.22222222 0. 0.33333333],"i don't know if you know her or not."
6291:93,0.6644444444444444,0.05675802469135802,2.293403501923187,0.5460936784932995,(2.293403501923187  0.5460936784932995),[0.99  0.5  0.21  0.71  0.59  0.61  0.97  0.52  0.88],[0.         0.11111111 0.         0.22222222 0.33333333 0. 0.33333333],"i, i, fr-, you know, i, i debate about whether it's really good or not, you know."
81171:123,0.3566666666666667,0.15660000000000002,0.10787391446793466,0.17405052298052126,(0.10787391446793466  0.17405052298052126),[0.01  0.3  0.0  0.97  0.81  0.92  0.0  0.12  0.08],[0.33333333 0.         0.11111111 0.         0.         0.11111111 0.22222222],"i, i hear a lot of criticism about listening to these, the dan rathers of the world and, and listen-, and taking their word  for it, or their comment,"
165394:22,0.6222222222222222,0.10910617283950617,0.726710504861348,0.3208920839924777,(0.726710504861348  0.3208920839924777),[0.11  0.82  0.0  0.71  0.72  0.52  0.93  1.0  0.79],[0.11111111 0.         0.         0.11111111 0.11111111 0.33333333 0.22222222],"do you have a two income family or one income."
120579:20,0.4633333333333333,0.16384444444444446,0.19866765132247466,0.2143061018820498,(0.19866765132247466  0.2143061018820498),[0.59  0.05  0.06  1.0  0.0  0.0  0.93  0.74  0.8],[0.22222222 0.         0.         0.         0.11111111 0.22222222 0.22222222],"everything was like an hour or two hours at the louvre, you know, things like that where you need the whole day ,"
49162:40,0.5288888888888889,0.14898765432098765,0.34151796051454897,0.31402673478079435,(0.34151796051454897  0.31402673478079435),[0.57  0.04  1.0  0.94  0.95  0.16  0.79  0.0  0.31],[0.11111111 0.11111111 0.11111111 0.11111111 0.         0.11111111 0.33333333],"they were expecting an influx of something on the order of fifty thousand people or more from the navy,"
59796:50,0.5144444444444444,0.09758024691358023,2.215309834086801,0.8216886128883789,(2.215309834086801  0.8216886128883789),[0.55  0.11  0.39  0.96  0.98  0.53  0.64  0.0  0.47],[0.11111111 0.         0.11111111 0.33333333 0.11111111 0. 0.22222222],"now whether this person is made the moral decision whether he can take another human life or not, that's another trip,"
96713:55,0.2222222222222222,0.06783950617283951,0.3878589869225205,0.3783446501007425,(0.3878589869225205  0.3783446501007425),[0.05  0.33  0.21  0.77  0.0  0.55  0.06  0.01  0.02],[0.44444444 0.11111111 0.11111111 0.11111111 0.         0.11111111 0.        ],"there was something on t v  the other day that  said that fewer than one or two percent of the heads of, uh, chairmen of the board, chair-, chair persons, uh, if you sa-, if you will, of the board are women in this country."
10770:28,0.5922222222222221,0.08643950617283952,1.2613275532777202,0.8217584816757268,(1.2613275532777202  0.8217584816757268),[0.89  0.59  0.27  0.54  0.38  1.0  0.83  0.77  0.06],[0.11111111 0.11111111 0.11111111 0.11111111 0.11111111 0.22222222 0.22222222],"there was cartoon in cosmo about a year or two ago."
14556:18,0.5644444444444444,0.11686913580246913,1.2542938300808328,0.6681245472552043,(1.2542938300808328  0.6681245472552043),[1.0  0.85  0.38  0.17  0.14  0.11  0.84  0.69  0.9],[0.22222222 0.11111111 0.11111111 0.         0.11111111 0.22222222 0.22222222],"i've done that once or twice."
139927:102,0.5144444444444445,0.14418024691358028,0.20492468421685062,0.22308661531079635,(0.20492468421685062  0.22308661531079635),[0.15  0.07  0.99  0.48  0.18  0.99  0.77  0.09  0.91],[0.22222222 0.22222222 0.         0.11111111 0.         0.11111111 0.33333333],"well, i, i was wondering what, if you all were  to get a pet, like if you were  to move into an apartment or a house somewhere,"
13420:76,0.3688888888888889,0.08665432098765433,0.26870711674987446,0.40269961040496205,(0.26870711674987446  0.40269961040496205),[0.78  0.42  0.82  0.24  0.66  0.05  0.06  0.09  0.2],[0.33333333 0.22222222 0.11111111 0.         0.11111111 0.22222222 0.        ],"i get some of these things  in the mail that i wonder, where in the world did they get my address  or where did they get my name  ."
72300:44,0.5544444444444445,0.13535802469135805,0.41283063838216105,0.3621103743168505,(0.41283063838216105  0.3621103743168505),[0.93  0.1  0.01  0.29  0.31  0.96  0.55  1.0  0.84],[0.22222222 0.         0.22222222 0.11111111 0.         0.11111111 0.33333333],"and almost all the people that i clean for , believe it or not, are mothers that  don't work."
41615:46,0.6942105263157895,0.1024770083102493,0.8397269645063598,0.3474377095261356,(0.8397269645063598  0.3474377095261356),[0.37  0.02  1.0  0.79  0.9  0.31  0.95  0.91  1.0  0.67  0.49  0.86  1.0  0.84  0.37  0.02  1.0  0.79  0.9],[0.10526316 0.         0.15789474 0.05263158 0.05263158 0.15789474 0.47368421],"and so when i'm teaching a class , obviously i wear a suit or dress,"
53606:55,0.4766666666666667,0.12059999999999998,0.4907059360600514,0.46800173481748775,(0.4907059360600514  0.46800173481748775),[0.02  0.63  0.95  0.04  0.54  0.1  0.78  0.9  0.33],[0.33333333 0.         0.11111111 0.11111111 0.11111111 0.11111111 0.22222222],"apparently, i, i don't know if it was just the strong winds or some small tornadoes up this way too."
108435:42,0.6299999999999999,0.09186666666666667,0.9653325694128119,0.7317309474464896,(0.9653325694128119  0.7317309474464896),[0.45  0.09  0.61  0.38  0.4  1.0  0.86  0.99  0.89],[0.11111111 0.         0.22222222 0.11111111 0.11111111 0. 0.44444444],"we all kind of have our own little dress code of just either tennis shoes or little loafers and, and, uh, tights, and things that  feel comfortable to us around our kids."
15229:24,0.3377777777777778,0.054061728395061716,0.9932192308016474,0.711080766933582,(0.9932192308016474  0.711080766933582),[0.6  0.57  0.73  0.1  0.0  0.32  0.22  0.32  0.18],[0.11111111 0.22222222 0.22222222 0.11111111 0.11111111 0.11111111 0.        ],"i couldn't possibly commit a year or two of my life  to, to go  do something."
73520:26,0.3044444444444444,0.056269135802469145,0.6957630524205448,0.5738491423289359,(0.6957630524205448  0.5738491423289359),[0.43  0.0  0.25  0.12  0.71  0.68  0.15  0.13  0.27],[0.22222222 0.33333333 0.         0.11111111 0.22222222 0. 0.        ],"they are not all things to all people or all children."
154689:23,0.4937500000000001,0.1540109375,0.33733635221290603,0.3649690496285707,(0.33733635221290603  0.3649690496285707),[0.67  0.96  0.99  0.36  0.09  0.25  0.62  0.0  0.09  0.05  0.98  1.0  0.19  0.0  0.65  1.0],[0.1875 0.125  0.0625 0.     0.1875 0.     0.3125],"i only do it probably two or three times a week."
14190:71,0.5344444444444444,0.1949135802469136,0.052212686860377534,0.04448116578624378,(0.052212686860377534  0.04448116578624378),[0.07  0.97  0.0  0.95  0.8  0.91  1.0  0.02  0.09],[0.33333333 0.         0.         0.         0.         0.11111111 0.44444444],"so, i guess we have the, the same reaction whether we came about it from the same place or not."
137870:64,0.525263157894737,0.11677229916897507,0.6375817816451801,0.5390617380081405,(0.6375817816451801  0.5390617380081405),[0.47  0.07  0.09  0.88  0.74  0.43  0.51  0.01  0.2  0.82  0.95  0.97  1.0  0.59  0.47  0.07  0.09  0.88  0.74],[0.26315789 0.05263158 0.         0.21052632 0.05263158 0.15789474 0.26315789],"so the only thing i had  to decide on  was whether i wanted a c d  or not in the stereo system."
165868:35,0.3333333333333333,0.10035555555555557,0.4495221593069967,0.5745812458081176,(0.4495221593069967  0.5745812458081176),[0.15  0.0  0.04  0.35  1.0  0.54  0.05  0.23  0.64],[0.22222222 0.22222222 0.11111111 0.11111111 0.11111111 0. 0.11111111],"and they only have one set of recycling bins, one or two sets as opposed to a set at each of the dumpsters."
31580:134,0.2811111111111111,0.06594320987654322,0.3221142421114759,0.4054429588955702,(0.3221142421114759  0.4054429588955702),[0.62  0.04  0.0  0.33  0.44  0.01  0.44  0.65  0.0],[0.22222222 0.         0.11111111 0.22222222 0.22222222 0. 0.        ],"i mean, he, he puts himself in the hospital fairly regularly  thinking that, you know, he, he's not sure if he's going  try  to commit suicide or not."
145167:70,0.28222222222222226,0.08119506172839505,0.3515463183505235,0.6034466307806607,(0.3515463183505235  0.6034466307806607),[0.67  0.02  0.12  0.04  0.87  0.02  0.35  0.25  0.2],[0.44444444 0.22222222 0.11111111 0.         0.11111111 0. 0.11111111],"uh, are you going  to, uh, put your son in child care in a, a year or two."
136821:73,0.4488888888888888,0.1596320987654321,1.0633714827020864,0.48762187337563356,(1.0633714827020864  0.48762187337563356),[0.95  0.39  0.63  0.06  0.9  0.03  0.99  0.04  0.05],[0.44444444 0.         0.11111111 0.         0.11111111 0. 0.33333333],"you wonder if they're, it 's really worth it to pay, uh, thirty-five dollars or forty dollars  just to get in."
174072:59,0.4244444444444444,0.16071358024691362,0.10860173912073494,0.13094057013041283,(0.10860173912073494  0.13094057013041283),[0.12  0.93  0.14  0.68  0.86  0.07  0.98  0.0  0.04],[0.44444444 0.         0.         0.         0.11111111 0. 0.33333333],"uh, i guess the topic is trial by jury and how we should change that  or how we would change it ."
167649:52,0.6788888888888889,0.1268320987654321,0.42192602175177724,0.17576007421850814,(0.42192602175177724  0.17576007421850814),[0.94  0.75  1.0  0.62  0.91  0.79  1.0  0.02  0.08],[0.22222222 0.         0.         0.         0.11111111 0.22222222 0.44444444],"recently graduated from high school. meaning like, uh, you know, three or four years ago."
68507:73,0.42555555555555546,0.12078024691358026,1.3379640900233736,0.8781299728242763,(1.3379640900233736  0.8781299728242763),[0.06  0.73  0.23  0.92  0.21  0.05  0.7  0.86  0.07],[0.33333333 0.22222222 0.         0.         0.11111111 0.11111111 0.22222222],"well wh-, do you think that, uh, consumer goods, goods are generally getting better, or worse in quality."
63674:32,0.35,0.09720000000000001,0.3555984279371077,0.4526031214935749,(0.3555984279371077  0.4526031214935749),[0.53  0.39  0.01  0.67  0.84  0.02  0.62  0.0  0.07],[0.33333333 0.         0.11111111 0.11111111 0.22222222 0.11111111 0.        ],"you know, the differences between seventy and seventy-two or seventy-five degrees isn't much,"
71717:36,0.29888888888888887,0.12123209876543209,0.08409601297651073,0.2589730562613869,(0.08409601297651073  0.2589730562613869),[0.06  0.31  0.12  0.86  0.04  0.15  0.13  0.02  1.0],[0.55555556 0.11111111 0.11111111 0.         0.         0. 0.22222222],"i don't know if you have had that problem there or not."
24609:54,0.15777777777777777,0.0172395061728395,0.6769275272094892,8.22274705750447,(0.6769275272094892  8.22274705750447),[0.12  0.47  0.23  0.14  0.03  0.07  0.16  0.2  0.0],[0.44444444 0.33333333 0.         0.11111111 0.         0. 0.        ],"well, does your r-, does your job require you to drive company equipment or to ap-, operate any type of machinery that  might endanger someone."
104118:18,0.4731578947368421,0.10879002770083102,0.5477002252599301,0.7076442404208474,(0.5477002252599301  0.7076442404208474),[0.56  0.94  0.05  0.12  0.19  0.67  0.83  0.96  1.0  0.44  0.49  0.14  0.5  0.24  0.56  0.94  0.05  0.12  0.19],[0.26315789 0.15789474 0.         0.26315789 0.05263158 0.05263158 0.21052632],"his middle name is chris, or christopher for for her daddy,"
87247:31,0.6233333333333334,0.13302222222222224,0.6807048985527016,0.38161640345376785,(0.6807048985527016  0.38161640345376785),[0.99  0.82  0.0  0.06  0.58  0.44  0.98  0.74  1.0],[0.11111111 0.         0.         0.11111111 0.11111111 0.22222222 0.33333333],"i do not know if you listen to him or not,"
176348:81,0.4277777777777778,0.1593506172839506,0.12687621663967524,0.14456289991244092,(0.12687621663967524  0.14456289991244092),[0.86  0.85  0.17  0.16  0.75  0.0  0.02  1.0  0.04],[0.22222222 0.22222222 0.         0.         0.         0.22222222 0.22222222],"but where it's not necessary , uh, in that regard, where it's not an immediate threat to life and limb or property  uh, i, i'd, i would seriously question it."
57817:48,0.48888888888888893,0.15556543209876542,0.25711378346082764,0.24585875877822058,(0.25711378346082764  0.24585875877822058),[0.12  0.44  0.19  0.87  0.78  1.0  0.03  0.97  0.0],[0.22222222 0.11111111 0.         0.11111111 0.         0.11111111 0.33333333],"so i guess i've done probably, uh, i'd say seven or eight of them."
152475:203,0.6966666666666665,0.09153333333333333,1.6143298910482298,0.5600486644547426,(1.6143298910482298  0.5600486644547426),[0.78  0.5  0.98  0.94  1.0  0.02  0.89  0.69  0.47],[0.11111111 0.         0.         0.22222222 0.11111111 0.11111111 0.44444444],"i, uh, i think there is more of an ability of you know, you know for selecting a jury, two different juries that  would most of the time come up with the same idea, uh, the same idea versus you know whether he is guilty or innocent."
164419:42,0.39999999999999997,0.10417777777777779,0.3445457216552732,0.6192663099272853,(0.3445457216552732  0.6192663099272853),[0.85  0.17  0.98  0.05  0.38  0.08  0.16  0.63  0.3],[0.22222222 0.22222222 0.22222222 0.         0.11111111 0.11111111 0.11111111],"huh. do you think they should be punished  at all, or, uh, like go to prison, uh,"
67487:36,0.31333333333333335,0.11155555555555556,0.09771586716975203,0.1751720885808073,(0.09771586716975203  0.1751720885808073),[0.73  0.02  0.1  0.89  0.0  0.09  0.12  0.16  0.71],[0.44444444 0.11111111 0.         0.         0.11111111 0.11111111 0.11111111],"if you live around the dallas area, you got five or six  every weekend to choose from . because they're really into it."
18130:46,0.3611111111111111,0.09792098765432097,0.5147035135158975,0.6809404525568512,(0.5147035135158975  0.6809404525568512),[0.67  0.7  0.2  0.0  0.0  0.0  0.4  0.42  0.86],[0.         0.11111111 0.22222222 0.         0.22222222 0. 0.11111111],"well, uh, pretty much spent most of my time either in the yard or at nurseries  buying stuff for the yard."
170776:46,0.4888888888888888,0.14118765432098768,0.2815730355188296,0.3185676887812449,(0.2815730355188296  0.3185676887812449),[0.73  0.53  0.03  0.18  0.89  1.0  0.16  0.01  0.87],[0.22222222 0.22222222 0.         0.11111111 0.         0.11111111 0.33333333],"if, if you can take care of yourself at all or have someone that  can take care of you, then you stay where you are ."
46087:36,0.5111111111111112,0.10232098765432097,0.42873398155576536,0.4951957708369566,(0.42873398155576536  0.4951957708369566),[0.22  0.95  0.48  0.79  0.12  0.64  0.96  0.33  0.11],[0.22222222 0.11111111 0.11111111 0.11111111 0.11111111 0.11111111 0.22222222],"and then i'll, uh, normally check out the eagles or the patriots."
129768:34,0.4388888888888889,0.13827654320987653,0.3821673276052793,0.4611160088755507,(0.3821673276052793  0.4611160088755507),[0.53  0.99  0.01  0.19  0.55  0.02  0.82  0.0  0.84],[0.22222222 0.11111111 0.         0.22222222 0.         0.22222222 0.11111111],"i said if i knew beyond a doubt  or if i felt beyond a doubt  that he had done it, yeah, i guess i could convict him,"
48363:20,0.27,0.12482222222222222,0.07365360304785071,0.190476341377788,(0.07365360304785071  0.190476341377788),[0.88  0.0  0.06  0.05  0.06  0.2  0.0  0.95  0.23],[0.33333333 0.22222222 0.         0.         0.         0. 0.22222222],"you could see someone coming or dressed  inappropriately, you know,"
110657:88,0.18444444444444447,0.05629135802469135,0.05140278728177092,0.1431550122197413,(0.05140278728177092  0.1431550122197413),[0.17  0.01  0.07  0.05  0.05  0.07  0.0  0.61  0.63],[0.55555556 0.11111111 0.         0.         0.22222222 0. 0.        ],"i just, i just don't think there's a place in our environment, you know in the work force for drugs, or alcohol either."
18197:49,0.26555555555555554,0.05806913580246915,0.5481068262226758,2.436222785088324,(0.5481068262226758  2.436222785088324),[0.0  0.08  0.45  0.81  0.41  0.19  0.26  0.06  0.13],[0.33333333 0.22222222 0.11111111 0.11111111 0.         0.11111111 0.        ],"um, where you live  is there a real high, uh, alkaline  or ash  content."
79690:66,0.6599999999999999,0.08773333333333334,0.8804191617205145,0.5467513830155768,(0.8804191617205145  0.5467513830155768),[0.71  0.62  0.22  0.98  0.97  0.17  0.77  1.0  0.5],[0.         0.22222222 0.         0.11111111 0.22222222 0.11111111 0.33333333],"but now i think there are tests that  can be conducted , uh, to tell whether or not the puppies have the, have it."
67512:40,0.37777777777777777,0.09530617283950618,0.40757645004620746,0.4398976364136653,(0.40757645004620746  0.4398976364136653),[0.52  0.67  0.15  0.0  0.77  0.31  0.83  0.0  0.15],[0.         0.22222222 0.11111111 0.11111111 0.11111111 0.22222222 0.        ],"i mean, maybe it's because of the winters. uh, or maybe just because, you know, there's, there's a lot more flat lands, you know, out in the west."
95853:89,0.30999999999999994,0.07057777777777777,0.8405406233682291,1.7121784737368324,(0.8405406233682291  1.7121784737368324),[0.49  0.46  0.25  0.2  0.02  0.94  0.13  0.15  0.15],[0.22222222 0.44444444 0.         0.22222222 0.         0. 0.11111111],"and, and i'm not sure but what some of the insurance claims aren't due to, uh, illnesses brought on by drug abuse or alcohol abuse."
174581:58,0.5855555555555556,0.1264246913580247,0.3976009647121593,0.24190296058105715,(0.3976009647121593  0.24190296058105715),[0.59  0.83  0.95  0.12  0.98  0.82  0.77  0.0  0.21],[0.11111111 0.11111111 0.         0.         0.11111111 0.33333333 0.22222222],"and, of course, you have some savings in terms of taxpayer money  keeping people in jail or not."
105458:174,0.3610526315789474,0.1065673130193906,0.5124389151724738,0.7926246883247852,(0.5124389151724738  0.7926246883247852),[0.67  0.93  0.0  0.06  0.29  0.33  0.06  0.5  0.12  0.51  0.5  0.9  0.0  0.04  0.67  0.93  0.0  0.06  0.29],[0.26315789 0.         0.15789474 0.15789474 0.10526316 0. 0.15789474],"couple of guys, uh, restored an old wooden boat that  was built  back in the mid-thirties and got a new canvas sail for it and had a real h-, big old four- foot center board that  went down in the middle  to keep you upright when the waves, or the wind came from the side."
166916:31,0.5311111111111111,0.1345654320987654,0.17145265469602666,0.1485665617295147,(0.17145265469602666  0.1485665617295147),[0.2  0.74  0.13  0.99  0.85  0.03  0.89  0.79  0.16  0.2  0.74  0.13  0.99  0.85  0.03  0.89  0.79  0.16],[0.22222222 0.22222222 0.         0.         0.         0.33333333 0.22222222],"during the trial as to whether they're guilty or not has nothing to do  with their background."
170139:15,0.72,0.07777777777777779,0.5613452374258039,0.29305545463363797,(0.5613452374258039  0.29305545463363797),[1.0  0.72  0.93  0.55  0.31  1.0  0.83  0.22  0.92],[0.         0.11111111 0.11111111 0.11111111 0.         0.22222222 0.44444444],"so it's six or seven dollars."
94821:71,0.5822222222222222,0.04466172839506173,1.9163051385310719,0.8310142881599418,(1.9163051385310719  0.8310142881599418),[0.51  0.58  0.46  0.74  0.83  0.41  0.76  0.8  0.15],[0.         0.11111111 0.11111111 0.22222222 0.11111111 0.44444444 0.        ],"is it the, do you think it's the values that they're teaching  in school or the values they get  from home."
167079:57,0.2122222222222222,0.03070617283950618,0.2799171783234157,0.5849734865738804,(0.2799171783234157  0.5849734865738804),[0.47  0.13  0.15  0.04  0.31  0.07  0.16  0.04  0.54  0.47  0.13  0.15  0.04  0.31  0.07  0.16  0.04  0.54],[0.44444444 0.22222222 0.11111111 0.22222222 0.         0. 0.        ],"like for petty, for theft and, and stuff like that or manslaughter, you know, i don't think they should do that."
151151:32,0.46111111111111114,0.08247654320987655,1.0170798125111395,0.8718829102009675,(1.0170798125111395  0.8718829102009675),[0.52  0.62  0.3  0.32  0.68  0.73  0.05  0.03  0.9],[0.22222222 0.         0.22222222 0.11111111 0.22222222 0.11111111 0.11111111],"oh, i thought it was just like marijuana or cocaine."
162665:33,0.5255555555555556,0.12589135802469137,1.5336433010365575,0.4306492235593773,(1.5336433010365575  0.4306492235593773),[0.8  0.09  0.36  0.78  0.03  0.7  0.93  0.11  0.93],[0.33333333 0.         0.11111111 0.         0.11111111 0.22222222 0.22222222],"i don't know if i'm making any sense or not."
57709:45,0.89,0.02731111111111111,0.5060063132244508,0.10283750051271305,(0.5060063132244508  0.10283750051271305),[0.97  0.47  1.0  0.98  0.97  0.91  0.99  0.97  0.75],[0.         0.         0.         0.11111111 0.         0.11111111 0.77777778],"the friend of ours over here, he's got, uh, sixty-five, or sixty-six mustang the six cylinder."
12128:43,0.4333333333333333,0.13591111111111112,1.2717331389339224,0.8187722945039109,(1.2717331389339224  0.8187722945039109),[0.97  0.26  0.82  0.12  0.02  0.67  0.01  0.17  0.86],[0.33333333 0.22222222 0.         0.         0.11111111 0.11111111 0.22222222],"well, it just means if you don't pollute, right, or you pollute very little you don't have  to pay any tax"
90647:28,0.4633333333333333,0.13982222222222224,0.32525477066722647,0.37380109380656,(0.32525477066722647  0.37380109380656),[0.09  0.11  0.19  0.0  0.54  0.41  0.91  1.0  0.92],[0.22222222 0.11111111 0.11111111 0.11111111 0.         0. 0.33333333],"and i'm not sure that the private schools or parochial schools address that problem,"
145063:39,0.46444444444444444,0.15726913580246915,0.21170319205262714,0.22901064213136707,(0.21170319205262714  0.22901064213136707),[0.77  0.14  0.82  0.9  0.0  0.53  0.03  0.0  0.99],[0.22222222 0.         0.         0.11111111 0.         0.22222222 0.22222222],"and hers was the only income we had  for three or four months."
57956:30,0.5611111111111111,0.16807654320987653,1.3142567660013218,0.8610953208553926,(1.3142567660013218  0.8610953208553926),[0.0  0.38  0.9  0.03  1.0  0.07  0.96  0.82  0.89],[0.22222222 0.         0.11111111 0.         0.         0.11111111 0.44444444],"uh, you know whether it was justified or not, i know, that  they probably felt like we were going in for a good cause."
68148:38,0.4233333333333333,0.09442222222222224,0.32666040772225646,0.5429689877257313,(0.32666040772225646  0.5429689877257313),[0.24  0.71  0.2  0.88  0.91  0.36  0.03  0.32  0.16],[0.11111111 0.33333333 0.22222222 0.         0.11111111 0. 0.22222222],"they just, uh, started it again, too just late, or, within the past few years."
14162:28,0.4255555555555555,0.16538024691358025,1.3464489904050794,0.7517076588206243,(1.3464489904050794  0.7517076588206243),[0.0  0.96  0.83  0.27  0.67  0.07  0.99  0.01  0.03],[0.33333333 0.11111111 0.         0.         0.11111111 0.11111111 0.22222222],"radio seems  to have a full platter or full plate of different things that they need  to get  done."
59616:52,0.41,0.09608888888888889,0.6545300269496428,0.5570660888110657,(0.6545300269496428  0.5570660888110657),[0.17  0.99  0.15  0.31  0.03  0.81  0.19  0.61  0.43],[0.11111111 0.33333333 0.11111111 0.11111111 0.11111111 0.11111111 0.11111111],"and it  doesn't matter what restrictions you put  on that type of weapon or a class three firearm."
68173:145,0.24333333333333332,0.05575555555555556,0.3392435183887308,0.5069137661455251,(0.3392435183887308  0.5069137661455251),[0.01  0.0  0.0  0.58  0.44  0.08  0.22  0.63  0.23],[0.22222222 0.22222222 0.         0.11111111 0.22222222 0. 0.        ],"but, uh, i, i myself am in favor of it, uh, particularly for, uh, well i think texas has a good, good law. uh, crimes, murders related with, uh, drugs or killing a policemen."
132615:33,0.5822222222222222,0.09001728395061728,0.6178609924669622,0.4004918825989328,(0.6178609924669622  0.4004918825989328),[0.8  0.79  0.08  0.79  0.31  0.98  0.77  0.53  0.19],[0.11111111 0.11111111 0.11111111 0.11111111 0.         0.44444444 0.11111111],"now, i don't know if that's true or not,"
33161:98,0.5522222222222222,0.10690617283950615,0.801396051673136,0.6434848712322387,(0.801396051673136  0.6434848712322387),[0.17  0.42  0.99  0.87  0.43  0.83  0.41  0.0  0.85],[0.         0.11111111 0.22222222 0.11111111 0.         0.22222222 0.22222222],"but, um, if it was more formal like if i was, you know, working environment then i would probably, um, sh-, shell'em or at least disconnect them from the head."
105689:35,0.6255555555555555,0.05611358024691357,0.9963980334834925,0.6570930524015092,(0.9963980334834925  0.6570930524015092),[0.84  0.98  0.66  0.21  0.36  0.87  0.47  0.57  0.67],[0.         0.11111111 0.11111111 0.22222222 0.22222222 0.11111111 0.22222222],"and it  depends where he's going  whether or not i decide  to go along."
169005:87,0.551111111111111,0.14738765432098766,0.3354561190968489,0.21836471722286316,(0.3354561190968489  0.21836471722286316),[0.83  0.98  0.98  0.81  0.05  0.56  0.04  0.02  0.69],[0.33333333 0.         0.         0.11111111 0.11111111 0.22222222 0.22222222],"well, it depends on whether you, whether we figure that we have that we have a defense oriented military or an aggressive, aggression oriented military."
46957:32,0.4105263157894737,0.10698393351800554,0.5066672808515683,0.5788701846516384,(0.5066672808515683  0.5788701846516384),[0.68  0.05  0.29  0.79  0.11  0.53  0.62  0.02  0.21  0.01  0.9  0.09  1.0  0.58  0.68  0.05  0.29  0.79  0.11],[0.36842105 0.05263158 0.10526316 0.05263158 0.21052632 0.10526316 0.10526316],"they're only going  to make like three or four thousand."
47298:37,0.6077777777777776,0.13139506172839507,0.3752956995142038,0.22532386934374438,(0.3752956995142038  0.22532386934374438),[0.96  0.35  0.86  0.03  0.9  0.87  0.96  0.06  0.48],[0.22222222 0.         0.11111111 0.11111111 0.         0. 0.55555556],"and then the nights are reasonably warm, you know, sixties or seventies."
163335:87,0.29888888888888887,0.08978765432098763,0.6079198953151422,1.9661977554732777,(0.6079198953151422  1.9661977554732777),[0.57  0.0  0.2  0.49  0.03  0.26  0.95  0.0  0.19],[0.11111111 0.33333333 0.         0.22222222 0.         0. 0.11111111],"uh, our policies and procedures manual, uh, the furthest it goes  about drugs is in the, kind of the miscellaneous section, or its reasons for immediate dismissal,"
29727:27,0.6777777777777777,0.11432839506172837,0.22081638191715178,0.11520496088401108,(0.22081638191715178  0.11520496088401108),[0.32  0.1  0.76  0.87  0.98  0.22  0.95  0.96  0.94],[0.11111111 0.11111111 0.11111111 0.         0.         0.11111111 0.55555556],"and it usually takes long stitches over two or three openings in the cloth."
55109:29,0.4288888888888889,0.10065432098765432,0.7339599337836816,0.44298696268079213,(0.7339599337836816  0.44298696268079213),[0.62  0.08  0.81  0.03  0.95  0.38  0.03  0.53  0.43],[0.33333333 0.         0.11111111 0.22222222 0.11111111 0.11111111 0.11111111],"i think they will probably win one or two more games than they did this year,"
140767:28,0.24222222222222223,0.08470617283950617,0.14296812596614172,0.3345176458915031,(0.14296812596614172  0.3345176458915031),[0.1  0.0  0.15  0.7  0.04  0.33  0.02  0.81  0.03],[0.44444444 0.11111111 0.11111111 0.         0.11111111 0.11111111 0.        ],"uh, she can't hear worth a darn or see very well,"
93019:124,0.5588888888888889,0.1150320987654321,0.5946615153408745,0.46932801435232496,(0.5946615153408745  0.46932801435232496),[0.5  0.21  0.92  0.15  0.59  1.0  0.76  0.03  0.87],[0.11111111 0.22222222 0.         0.11111111 0.11111111 0.11111111 0.33333333],"and i, and that concerned me, that people were using it as a way to get rid  of things they just didn't want  to set  at the curb or take to the dump ,"
151896:22,0.6244444444444444,0.15911358024691358,0.19616701047980303,0.1133430588142686,(0.19616701047980303  0.1133430588142686),[0.7  0.99  0.13  1.0  0.09  0.01  0.99  0.81  0.9],[0.33333333 0.         0.         0.         0.11111111 0.11111111 0.44444444],"so we go  backpacking fifteen or twenty miles,"
4799:38:00,0.5744444444444444,0.16471358024691357,0.29460942448529726,0.18702900705592063,(0.29460942448529726  0.18702900705592063),[0.0  0.73  0.0  0.97  0.98  0.66  1.0  0.76  0.07],[0.11111111 0.         0.         0.         0.11111111 0.22222222 0.33333333],"and they're still let  out on the street after one or two years."
93126:89,0.3888888888888889,0.13767654320987655,0.2765498854423225,0.40792471414708875,(0.2765498854423225  0.40792471414708875),[0.02  0.28  0.75  0.34  0.02  0.19  0.92  0.0  0.98],[0.22222222 0.22222222 0.11111111 0.         0.         0.11111111 0.22222222],"and i thought what are you complaining about , when you're only going  to get picked  up once a month, you know, or once a week."
137574:82,0.41555555555555557,0.06775802469135801,0.34301722425903797,0.6886142111938252,(0.34301722425903797  0.6886142111938252),[0.55  0.97  0.73  0.15  0.23  0.27  0.27  0.24  0.33],[0.         0.55555556 0.11111111 0.11111111 0.         0.11111111 0.11111111],"course, i think, you know, you can't really go by what  happened earlier in the season because teams jell together or they've had injuries that  heal."
